y,const,L,K,pop,edu,group,cl,Long,Lat
10.22976232,1,-7.769343389,-4.868504947,12.60045321,31.4,1,1,16.52265521,47.54309288
10.41080909,1,-7.734260249,-4.72818993,14.3432051,33.9,2,1,15.76264836,48.26729816
10.73384246,1,-7.491148931,-4.418717429,14.46982855,44.5,3,2,16.39072025,48.21630135
10.45967789,1,-7.65411124,-4.672168362,13.2413599,33.6,4,1,13.92775315,46.77610657
10.48442738,1,-7.571978276,-4.637522305,14.03807634,30.2,5,1,15.00674362,47.26763331
10.60649901,1,-7.554972725,-4.556451673,14.22100033,30.5,6,2,13.96357749,48.13609575
10.73957297,1,-7.492669465,-4.396640627,13.23823347,33.6,7,2,13.07719874,47.39259506
10.57955278,1,-7.541300889,-4.501061887,13.54318595,31.4,8,1,11.49895708,47.20135756
10.70960887,1,-7.613807648,-4.566074332,12.90040662,28.6,9,2,9.890525684,47.23625188
11.0993141,1,-7.445618045,-4.350134999,14.02180902,52.2,10,2,4.379035941,50.83438819
10.75328589,1,-7.679729761,-4.48270677,14.44983087,43.5,11,2,4.718656466,51.23187323
10.37980085,1,-7.785381344,-4.774626787,13.69482206,39.2,12,1,5.429025263,50.98787248
10.49784393,1,-7.759512359,-4.652489304,14.24750075,50,13,1,3.804713395,51.03496781
10.59043429,1,-7.770932646,-4.548278082,13.97184742,53.2,14,2,4.586244572,50.87486281
10.56892186,1,-7.686486114,-4.504319165,14.00473325,39.5,15,1,3.053241859,51.01042158
10.74489566,1,-7.768180675,-4.223038669,12.92320487,59.7,16,2,4.604147742,50.67001538
10.10774517,1,-7.995933688,-5.285344105,14.11776839,33.5,17,1,3.974202082,50.47054653
10.23885497,1,-7.904258357,-5.133001892,13.92455329,42.4,18,1,5.737503587,50.51732663
10.09279494,1,-7.968551451,-5.149732723,12.58861025,44.6,19,1,5.517753485,49.9540737
10.17712637,1,-7.927172244,-5.159392944,13.12677364,42.8,20,1,4.85586941,50.24739613
9.458652283,1,-7.850783664,-6.562824842,13.47508994,19.7,21,1,23.86282106,43.4207762
9.458504399,1,-7.711858561,-6.298689757,13.53824208,26.8,22,1,26.06872059,43.47204111
9.548164547,1,-7.719820858,-6.106737794,13.72978817,25.7,23,1,27.33817139,43.37550076
9.59216325,1,-7.692259818,-6.101299359,13.83063461,22.8,24,1,26.54889754,42.47421281
10.35041392,1,-7.367625743,-5.206126825,14.54688036,43.4,25,1,23.34293333,42.31428591
9.418471187,1,-7.658665568,-6.166076707,14.15014754,22.6,26,1,25.03108882,41.93800341
10.27828294,1,-7.611655912,-5.174302148,13.71053886,47,27,1,33.22363419,35.05105624
11.08715926,1,-7.224543781,-3.941092169,14.09770762,49.8,28,2,14.46482815,50.06675463
10.14860732,1,-7.731183896,-4.724782877,14.14628086,25.6,29,1,14.55768074,50.00451069
10.112865,1,-7.623039718,-5.167004759,14.02661392,21.6,30,1,13.92312755,49.31057361
9.886731599,1,-7.740511677,-5.353997605,13.92259658,15.1,31,1,13.42654179,50.3933735
10.09593776,1,-7.657202377,-5.244174308,14.23227822,20.9,32,1,15.77905416,50.28257513
10.22048101,1,-7.605631824,-5.051038885,14.34851246,27.7,33,1,16.1744429,49.24179622
10.09357847,1,-7.64561206,-5.194529676,14.00864016,24.5,34,1,17.43335461,49.53721239
10.06204587,1,-7.68907876,-5.296691328,13.99535405,22.5,35,1,17.98830687,49.82179363
10.80935274,1,-7.449202579,-4.440520569,15.23886416,35.2,36,2,9.616458213,49.02487599
10.65389863,1,-7.481666293,-4.659802069,14.84871177,34,37,2,8.673554751,49.01400664
10.51942557,1,-7.513720708,-4.73968206,14.64014554,33.5,38,1,8.224015427,48.02433327
10.65626895,1,-7.470819504,-4.555236115,14.44238491,32.9,39,2,9.497238384,48.13213121
10.94249231,1,-7.385198294,-4.168382639,15.36827335,43.1,40,2,11.7519118,48.10479959
10.54771088,1,-7.512195789,-4.730164843,14.03885169,27.4,41,1,12.78554119,48.70395818
10.63038858,1,-7.439464419,-4.586262583,13.92391643,31.2,42,2,12.12534966,49.3909256
10.51706113,1,-7.499879862,-4.835787276,13.87568802,30.7,43,1,11.37573992,50.0541164
10.68217508,1,-7.432374887,-4.542915158,14.3901101,32.8,44,2,10.78742398,49.35052932
10.56844596,1,-7.48774762,-4.840608353,14.0923958,30.8,45,1,9.948031318,50.01102043
10.54460374,1,-7.515259927,-4.673937543,14.46361958,30.4,46,1,10.51944066,48.16468984
10.6008026,1,-7.471196364,-4.854429011,15.11591473,46.7,47,2,13.39925744,52.49252133
10.24059548,1,-7.713150553,-4.94557191,14.74549234,31.3,48,1,13.40446898,52.46817469
10.72769543,1,-7.352348226,-4.914688433,13.42734937,33.4,49,2,8.744832273,53.17899698
11.03238154,1,-7.268614732,-4.482044377,14.43242983,41.3,50,2,9.897844813,53.5757743
10.79647686,1,-7.453548103,-4.64461403,15.20843266,33.9,51,2,8.765081651,50.05498925
10.42131876,1,-7.60288583,-5.018496474,13.86407212,30.9,52,1,8.746703322,50.64055117
10.46188324,1,-7.535058067,-4.970351227,14.01250724,26.8,53,1,9.457981236,51.04880481
10.22928111,1,-7.66275862,-4.935177826,14.29234642,27.4,54,1,12.53943825,53.75214643
10.72457821,1,-7.563993703,-4.396131032,14.27987394,31.3,55,2,10.34450857,52.03531888
10.51936592,1,-7.537704202,-4.639136283,14.58040987,30.1,56,1,9.360675591,52.3974908
10.21728259,1,-7.729824652,-4.861249296,14.3618923,26.7,57,1,9.78796097,53.18524154
10.445178,1,-7.514668199,-4.616980152,14.75099314,26.4,58,1,7.76829619,52.938266
10.58172383,1,-7.518466535,-5.110472041,15.4639582,29.2,59,1,6.59321305,51.43680226
10.59755944,1,-7.512577382,-4.986760679,15.31384595,34.6,60,2,6.799469774,50.82699664
10.39830932,1,-7.585342572,-5.061945432,14.78172947,27.2,61,1,7.423422228,51.95273878
10.52597699,1,-7.494551594,-5.011872786,14.5361907,26.5,62,1,8.785285381,51.93565822
10.41196781,1,-7.561716154,-5.158161508,15.08755557,26.6,63,1,8.006680435,51.31301808
10.40706879,1,-7.59793819,-4.942110568,14.22232209,27.1,64,1,7.504932118,50.25335806
10.30265827,1,-7.644359566,-4.756993156,13.19113729,28.9,65,1,6.676603714,49.97496369
10.58802221,1,-7.618938268,-4.880078394,14.540557,31.6,66,2,7.942718537,49.46629729
10.40162118,1,-7.540855665,-5.083461118,13.79854241,27.3,67,1,6.953200842,49.38873357
10.33763434,1,-7.574485398,-4.927845918,14.27708438,33.7,68,1,14.13262518,51.17299942
10.23117932,1,-7.617571929,-5.15463461,14.15763465,25.6,69,1,12.79326503,50.71684145
10.37231506,1,-7.562737622,-5.00400054,13.86948725,36.9,70,1,12.68042015,51.35870596
10.23939927,1,-7.691729792,-5.207289817,14.59253095,25.1,71,1,11.71030389,52.00093464
10.38571092,1,-7.61374433,-4.928849694,14.88587185,28.2,72,1,9.811378955,54.17668245
10.24357233,1,-7.637362641,-5.143138097,14.56436157,28.4,73,1,11.02093787,50.90276538
10.96838606,1,-7.426312668,-4.345503311,14.43662454,54.3,74,2,12.90410062,55.69333176
10.27537251,1,-7.810464462,-5.089970018,13.64234694,32.3,75,1,11.72410185,55.25593695
10.54277187,1,-7.604992445,-4.778246449,14.0184514,34,76,1,9.436140619,55.35115442
10.57856756,1,-7.568499035,-4.714595839,14.10519063,40.2,77,1,9.40079767,56.25332122
10.44300225,1,-7.623144608,-4.727093124,13.2895713,35.1,78,1,9.676017225,57.05798559
10.27016519,1,-7.641213333,-4.78792279,14.10074213,41.2,79,1,25.54934115,58.66908515
10.23856426,1,-7.613574962,-5.859353718,15.13372279,45,80,1,23.60162122,37.79957289
9.511266523,1,-7.949514684,-5.999830413,12.34211027,27.9,81,1,26.08457871,38.82245432
9.948794515,1,-7.598978195,-5.739246562,12.75952663,24.1,82,1,26.31946947,36.72992128
9.74400227,1,-7.70725232,-5.741097545,13.36415281,27.6,83,1,24.80292357,35.22858215
9.589874051,1,-7.804324171,-6.005570949,13.29615028,24.9,84,1,25.13595554,41.16055436
9.699753968,1,-7.781843936,-6.114262414,14.43541639,33.3,85,1,22.957936,40.73609147
9.753103858,1,-7.85377178,-5.537996421,12.4762906,27.7,86,1,21.4817372,40.36581307
9.60919922,1,-7.802170886,-5.900509058,12.70981323,30,87,1,20.78260335,39.60240321
9.681866836,1,-7.746428986,-5.955000906,13.47275543,32.8,88,1,22.22618742,39.53495353
9.820028596,1,-7.622228211,-5.805312481,12.21785298,18.8,89,1,20.45340425,38.59753032
9.647604885,1,-7.794825441,-6.065712297,13.37959913,26,90,1,21.57841345,38.28332491
9.962464334,1,-7.785926366,-5.656647089,13.2235273,24.7,91,1,22.84505293,38.6569404
9.802285783,1,-7.732852566,-5.886608252,13.25223132,24.7,92,1,22.45583654,37.36076429
10.13107998,1,-7.823717546,-5.367751882,14.80537363,41.9,93,1,-7.902322016,42.75544108
10.11980321,1,-7.870608506,-5.538963783,13.82437119,44.6,94,1,-5.985774595,43.29844526
10.14085339,1,-7.853172173,-5.526374426,13.27679973,43.6,95,1,-4.029158713,43.20127887
10.46837642,1,-7.652488208,-5.189898124,14.59387167,56,96,1,-2.614695454,43.04461368
10.4088492,1,-7.672028828,-4.967887313,13.39528708,49,97,1,-1.64586919,42.68062252
10.28023626,1,-7.735610696,-4.761042846,12.66286438,40.3,98,1,-2.502809164,42.27912601
10.33839731,1,-7.680701247,-4.994644128,14.08791121,41,99,1,-0.669598363,41.51176333
10.5243779,1,-7.558596646,-4.724006547,15.72333455,50.2,100,1,-3.711102276,40.49670156
10.16992528,1,-7.795502796,-5.313058666,14.68223871,39.4,101,1,-4.783443097,41.75524896
10.00213258,1,-7.923167199,-5.430031957,14.53197721,31.1,102,1,-3.00334771,39.57831069
9.922382152,1,-7.932117399,-5.568154306,13.86886173,29.6,103,1,-6.150532066,39.1888334
10.37341055,1,-7.668930004,-5.090622535,15.85179666,43.2,104,1,1.52016509,41.79884031
10.07822292,1,-7.847398004,-5.469774795,15.43531654,38.6,105,1,-0.554761435,39.39574734
10.18764705,1,-7.813360318,-5.052903717,14.01386949,36.2,106,1,2.890314147,39.56437783
9.913640126,1,-7.941386209,-5.620250857,15.95585421,34.1,107,1,-4.573781389,37.46780708
10.02987994,1,-7.796406469,-5.308115292,14.23191561,34.2,108,1,-1.479142066,38.00021017
10.03082757,1,-7.886975521,-5.613888782,11.32418334,25.5,109,1,-5.355060054,35.89718836
9.933046355,1,-7.928076739,-5.75574413,11.33260191,37.9,110,1,-2.95023123,35.29409471
9.91801611,1,-7.931742764,-5.651904514,14.62481857,36,111,1,-15.67706738,28.34840037
10.39458225,1,-7.6711885,-4.88941203,14.13807945,40.1,112,1,23.68278484,62.32394018
10.74796276,1,-7.485320842,-4.428788801,14.35133704,49.8,113,2,24.7490521,60.35642389
10.38420754,1,-7.701686156,-5.036665914,13.95266476,38,114,1,25.2085996,60.91492632
10.33869346,1,-7.712146784,-4.917612678,14.05825672,37.6,115,1,27.19564742,65.46294289
10.47742769,1,-7.429330715,-4.756316125,10.31692083,37.5,116,1,20.17851502,60.24089774
10.94682897,1,-7.532085807,-4.258077454,16.33278436,54.4,117,2,2.514022286,48.71106553
10.23379294,1,-7.838888007,-4.995479569,14.76724951,32.7,118,1,1.685367724,47.47282137
10.23321268,1,-7.819420013,-5.015030922,14.30238974,35.9,119,1,4.153966015,47.24318386
10.13708494,1,-7.888058415,-5.062233013,13.98480598,32.7,120,1,6.085351948,47.20766481
10.17110545,1,-7.812330114,-5.092499286,14.20660625,34.6,121,1,-0.520729706,48.92465896
10.24995068,1,-7.867478384,-4.995759919,14.43848739,33.8,122,1,1.017974197,49.38893216
10.22435984,1,-7.847376404,-5.056155169,15.2245664,35.8,123,1,2.740513059,50.46542857
10.1099305,1,-7.968658809,-5.133268926,14.47602607,31.6,124,1,2.810202492,49.64248162
10.32915497,1,-7.793247004,-4.915264637,14.47770872,37.7,125,1,7.433467597,48.32315945
10.23385393,1,-7.836407832,-5.00422468,14.09547291,31.3,126,1,4.547569798,48.72557321
10.1094447,1,-7.939682546,-5.124120868,14.66377938,31.1,127,1,6.145801975,48.76172099
10.31024754,1,-7.756602219,-4.921738078,15.1753711,38.6,128,1,-0.824066031,47.47405059
10.27773198,1,-7.787842865,-4.952120872,15.04667042,40.4,129,1,-2.828798393,48.17735642
10.30130711,1,-7.773723297,-4.948853945,15.08132795,39.9,130,1,-0.245327386,44.34667737
10.12517094,1,-7.855970476,-5.116510578,13.49897623,37,131,1,1.711941659,45.76893764
10.21802357,1,-7.837474284,-5.016525961,14.42495543,33.3,132,1,-0.085910885,46.1580109
10.14821306,1,-7.91147161,-5.10885547,14.88919129,38.4,133,1,3.215096095,43.58750303
10.28160328,1,-7.7667854,-4.968238088,14.9638015,44.2,134,1,1.477862178,43.76118368
10.20601267,1,-7.846862083,-5.023005906,14.13728241,30.2,135,1,3.17555982,45.64742783
10.42876342,1,-7.742366295,-4.792881111,15.7338131,44.6,136,1,5.336673684,45.43355339
10.38160958,1,-7.763741878,-4.871833487,15.45720073,40.8,137,1,6.054581704,43.95441582
10.18960792,1,-7.852204639,-5.175608423,12.7653741,27.8,138,1,9.103243029,42.15242991
9.956650222,1,-8.054716852,-5.56028144,12.93052468,23.4,139,1,-61.57226382,16.23046926
10.0605995,1,-7.883444282,-5.275123283,12.7856031,29.4,140,1,-61.01271735,14.64796472
9.565812887,1,-8.469036902,-5.594776089,12.59584865,18.2,141,1,-53.23473688,3.924300759
9.971579786,1,-7.938265181,-5.329536315,13.68091574,24.4,142,1,55.53272784,-21.1362961
9.118177489,1,-8.640127733,-6.452076945,12.59750644,22,143,1,45.15109748,-12.82319477
9.575410669,1,-7.987746855,-5.974632842,13.93591238,17.6,144,1,17.29425149,45.43599744
9.955711731,1,-7.797248596,-5.338655259,14.08252017,24.6,145,1,15.61193945,44.33509481
10.65595524,1,-7.32861038,-4.656767822,13.50539199,42.7,146,2,16.00691559,45.80403696
9.81690753,1,-7.895580002,-5.784942698,13.58024761,18.2,147,1,16.29312531,46.01770918
10.83759729,1,-6.966886779,-4.494254281,14.35512187,55.5,148,2,19.11062374,47.48770905
9.899480049,1,-7.883340554,-5.455090236,14.09118584,33.4,149,1,19.37022291,47.41064393
10.03674904,1,-7.653393435,-4.969148681,13.87183418,23.2,150,1,18.1364002,47.22671915
10.008977,1,-7.722771103,-5.159491286,13.81249602,25.2,151,1,16.99345504,47.17698264
9.723280135,1,-7.920278583,-4.954097768,13.67361284,20.5,152,1,18.04130652,46.33461612
9.738756497,1,-7.975796278,-5.157299571,13.91730874,18.8,153,1,20.48109608,48.05259583
9.677172111,1,-7.96447189,-5.264641288,14.17280031,19.9,154,1,21.34140652,47.58573533
9.782672379,1,-7.876191883,-5.183268493,14.0126222,22.2,155,1,20.07932011,46.58625688
10.22164578,1,-7.752979726,-4.321600127,13.69322992,48.6,156,1,-8.486796192,54.00112096
11.36039653,1,-7.689093543,-3.723131501,14.31913028,49.2,157,2,-8.424149024,52.34741344
11.27212124,1,-7.591535528,-4.339445184,14.72337791,56.3,158,2,-7.003495717,53.35063513
10.38951726,1,-7.72871665,-4.880601401,15.26609341,20,159,1,7.914440968,45.05838663
10.5726882,1,-7.648077114,-4.727132314,11.72561456,18.9,160,1,7.399866175,45.7346202
10.39459168,1,-7.735992066,-4.967007859,14.23019966,21.9,161,1,8.705789893,44.27107408
10.6278527,1,-7.637395026,-4.833185735,16.11432856,21.2,162,2,9.768253604,45.6159629
10.17484498,1,-7.799134034,-5.173187811,14.06119807,21.2,163,1,13.85687108,42.2315338
10.0187496,1,-7.94229812,-5.353308161,12.58861025,19.5,164,1,14.59010901,41.68881798
9.902880004,1,-8.001136178,-5.616895788,15.54260705,16.5,165,1,14.84093324,40.85880911
9.915663908,1,-7.940158325,-5.639378162,15.18374278,15.8,166,1,16.62597147,40.991365
10.10447322,1,-7.867510664,-5.177944345,13.20504874,17.6,167,1,16.07886999,40.50065991
9.797935654,1,-8.019096243,-5.831587101,14.4350112,16.2,168,1,16.35405138,39.07272005
9.837845288,1,-8.080397561,-5.755321018,15.3910814,14.8,169,1,14.1371188,37.58752272
10.02074087,1,-7.856641773,-5.462954215,14.27842663,17.4,170,1,9.024695642,40.0765791
10.79763955,1,-7.508970027,-4.328275292,13.18777652,17.6,171,2,11.40826323,46.70084842
10.6125029,1,-7.64006409,-4.673677182,13.202283,21.8,172,2,11.10781174,46.13415983
10.4461509,1,-7.674953439,-4.895353669,15.39630205,19.7,173,1,11.84663401,45.66205917
10.41314974,1,-7.716413643,-4.961946486,13.99624753,21.2,174,1,13.06046241,46.16563973
10.53377442,1,-7.641833481,-4.833887618,15.30467734,23.3,175,1,11.04463042,44.52647261
10.36660493,1,-7.718481601,-5.11838038,15.11787968,20.8,176,1,11.12685542,43.44292104
10.20511054,1,-7.754975812,-5.219146256,13.66712655,22.5,177,1,12.49137853,42.97319226
10.27938701,1,-7.713702957,-5.239574185,14.21529288,21.6,178,1,13.14218118,43.34987015
10.46889072,1,-7.658556452,-5.000410512,15.55993381,26.1,179,1,12.76128756,41.98358332
10.66357914,1,-7.280556139,-4.746501996,13.61017009,60.6,180,2,25.2308439,54.81404872
10.04410972,1,-7.794018688,-5.275699164,14.50566176,38.5,181,1,23.68347533,55.42673411
11.38967285,1,-7.185523678,-4.224710408,13.37084714,50.5,182,2,6.099221637,49.77474235
10.06705111,1,-7.697822523,-5.249706187,14.44838584,39,183,1,24.93509823,56.86216617
10.39391765,1,-7.571831197,-5.01666194,13.1590424,31.7,184,1,14.37333281,35.93532957
10.53724001,1,-7.564977634,-4.604012318,13.28709107,41.9,185,1,6.748360453,53.21760709
10.31043854,1,-7.607355086,-4.965757828,13.38933241,33.5,186,1,5.795797551,53.07532105
10.26154704,1,-7.637983821,-5.090203576,13.11540925,35.8,187,1,6.618252506,52.85712694
10.47951035,1,-7.496226524,-4.935480607,13.97165924,39.9,188,1,6.429011002,52.45273903
10.48357106,1,-7.537069523,-4.851737777,14.55967019,42.7,189,1,5.941019557,52.06355313
10.34580279,1,-7.723686378,-4.879771901,12.97386337,35,190,1,5.506946181,52.54589644
10.87714081,1,-7.362933216,-4.490728564,14.1014411,51.5,191,2,5.163580382,52.0944137
10.91013564,1,-7.38759048,-4.527114462,14.88015578,49.1,192,2,4.921144479,52.6103666
10.63204087,1,-7.543293522,-4.628229788,15.14391094,44.7,193,2,4.491210859,51.93826548
10.48178405,1,-7.607574646,-4.511530846,12.86324544,29.8,194,1,3.907977704,51.46508757
10.67970047,1,-7.45514931,-4.761102036,14.76446207,40,195,2,5.192709218,51.55784466
10.54874367,1,-7.524771248,-4.847089571,13.92585891,38.4,196,1,5.935957968,51.20456913
10.04222407,1,-7.718939012,-5.619778191,15.04177964,35.8,197,1,20.27642303,49.85688221
10.14507575,1,-7.759531385,-5.539133037,15.31349946,31.9,198,1,18.9963599,50.32545666
10.20067112,1,-7.648045633,-5.430567441,15.0658062,27.6,199,1,17.24689945,52.32765229
9.937656413,1,-7.791173304,-5.512155864,14.33551671,29.8,200,1,15.54985116,53.57893945
9.910043865,1,-7.786278103,-5.758385658,13.81864464,29,201,1,15.34076368,52.19062401
10.23413343,1,-7.74620046,-5.220979402,14.87469641,36.2,202,1,16.40937599,51.08575584
9.903460839,1,-7.819990728,-5.591046944,13.7884425,27.8,203,1,17.89810348,50.64799241
9.912757323,1,-7.750687953,-5.74856015,14.53537123,28.1,204,1,18.49384119,53.06876944
9.762319775,1,-7.815091229,-5.755055546,14.15949876,25.1,205,1,20.82822449,53.85927707
10.10153508,1,-7.725547013,-5.549515562,14.66828326,34.5,206,1,17.96971372,54.1496579
10.07525082,1,-7.691679075,-5.600720096,14.70208119,30.2,207,1,19.4117601,51.6053155
9.792351951,1,-7.753616158,-5.964039636,14.01281514,30.5,208,1,20.76733353,50.76333514
9.736504924,1,-7.768077116,-5.767122422,14.55094921,31.1,209,1,22.90410204,51.21891019
9.75829846,1,-7.845089272,-5.726909005,14.5648268,30.1,210,1,22.17692242,49.95620464
9.800301485,1,-7.768854459,-5.568875569,13.97199708,32.9,211,1,22.92619452,53.25889641
10.88942402,1,-7.470325639,-4.653872727,14.948043,57.4,212,2,21.12774265,52.24205007
9.982046529,1,-7.871887549,-5.622641613,14.65555244,28.3,213,1,21.08923132,52.36018135
9.962149355,1,-7.657248073,-5.416669958,15.08586643,27.8,214,1,-7.68287192,41.45555984
10.11533793,1,-7.565289253,-5.262995941,12.98684143,28.7,215,1,-8.132899911,37.24236331
9.973456514,1,-7.7093364,-5.477874455,14.6176915,28.9,216,1,-7.997876975,40.12705627
10.34597163,1,-7.569187571,-5.070321525,14.86819408,41.3,217,1,-9.045012554,38.73096371
10.0368655,1,-7.670941407,-5.294785353,13.45568924,23.7,218,1,-8.01167745,38.48687436
9.967485733,1,-7.643257365,-5.578827094,12.39710614,17.8,219,1,-27.34788902,38.39114423
10.02272286,1,-7.610528012,-5.470077944,12.44378949,24.2,220,1,-16.83110762,32.53033748
10.01057283,1,-7.690258443,-5.38736575,14.74399109,19.3,221,1,23.34484117,47.22329392
10.02570986,1,-7.828877688,-5.293098796,14.6473317,16.4,222,1,24.80923568,46.1915984
9.653627031,1,-7.579593606,-5.92535314,14.96311712,12.3,223,1,26.69111262,47.09715964
9.83938252,1,-7.811465543,-5.676781093,14.66409916,12.9,224,1,27.82912607,45.12271287
9.80507778,1,-7.79759476,-5.676883744,14.86069429,13.9,225,1,25.89249307,44.61138694
10.88135071,1,-7.526360535,-3.921990439,14.66331301,41.1,226,2,26.14335232,44.51560939
9.821743993,1,-7.693145336,-5.829554776,14.446023,17.4,227,1,23.67273535,44.59668727
10.0860201,1,-7.803969175,-5.399653094,14.37620976,16.3,228,1,21.99290884,45.71595963
10.92874938,1,-7.512558061,-4.251921253,14.69262794,56.1,229,2,18.19803196,59.45300386
10.43368195,1,-7.681978652,-4.607415159,14.37198828,44.6,230,1,16.13474355,59.21581019
10.42302585,1,-7.634949947,-4.841575631,13.68310196,37.7,231,1,15.38577967,57.24180453
10.44083884,1,-7.707317998,-4.775084062,14.25696874,47.7,232,1,13.95381494,56.02856291
10.54297153,1,-7.617541152,-4.621838233,14.54705792,45.7,233,1,12.82004562,58.08448882
10.38351646,1,-7.734300532,-4.996090938,13.66388968,35.5,234,1,14.51051652,60.72957874
10.46749199,1,-7.689823349,-4.775143499,12.83731783,40.1,235,1,15.19286091,63.20023496
10.63134206,1,-7.653633623,-4.482266013,13.16923742,43.1,236,2,19.25602705,66.19505255
10.08416164,1,-7.720549302,-5.236458309,13.91409718,35.3,237,1,15.26332556,46.1580317
10.4623476,1,-7.485713198,-5.017160676,13.81963205,46,238,1,14.13008285,46.06901267
10.77666594,1,-7.353541758,-4.438843884,13.48897677,46.7,239,2,17.1766244,48.32091811
9.918598198,1,-7.739204364,-5.731972895,14.41200916,23.6,240,1,18.06863152,48.40911404
9.826380075,1,-7.751480075,-5.657794711,14.08857126,24.5,241,1,19.36374336,48.79522354
9.701676898,1,-7.93783658,-5.96748402,14.27893635,27.7,242,1,21.24796259,48.93983131
